gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group D,some college,standard,completed,73,70,74
female,group B,high school,standard,none,41,38,34
female,group D,associate's degree,free/reduced,none,87,98,95
female,group C,high school,standard,none,65,74,70
male,group D,master's degree,standard,completed,77,61,67
female,group E,bachelor's degree,free/reduced,completed,62,86,83
male,group B,high school,standard,completed,45,53,44
female,group D,associate's degree,standard,none,64,66,70
male,group A,high school,free/reduced,completed,50,46,44
female,group B,associate's degree,standard,none,61,70,76
female,group A,master's degree,free/reduced,completed,70,76,83
female,group C,some college,standard,none,49,58,54
female,group B,associate's degree,standard,none,57,70,60
male,group D,bachelor's degree,free/reduced,none,76,71,68
male,group C,associate's degree,free/reduced,completed,81,76,78
male,group B,associate's degree,standard,none,75,67,63
male,group B,associate's degree,standard,completed,48,46,48
female,group D,some high school,standard,none,40,65,62
female,group D,bachelor's degree,free/reduced,completed,57,74,75
female,group A,associate's degree,free/reduced,none,51,54,52
female,group B,some high school,standard,completed,46,68,70
male,group E,bachelor's degree,standard,completed,93,72,72
female,group E,some high school,standard,none,92,98,86
male,group D,high school,standard,none,54,50,52
male,group D,some college,standard,completed,66,67,67
male,group A,some high school,standard,none,51,42,36
male,group C,some high school,standard,none,67,66,65
female,group E,some high school,free/reduced,none,72,67,65
female,group B,some high school,standard,completed,74,92,91
male,group E,high school,standard,none,65,60,56
female,group D,some high school,free/reduced,completed,65,87,87
female,group D,some high school,free/reduced,none,60,73,66
female,group D,high school,free/reduced,none,72,84,79
female,group C,bachelor's degree,standard,completed,59,73,69
female,group D,some college,free/reduced,completed,49,54,60
female,group C,high school,free/reduced,none,48,60,56
male,group D,high school,free/reduced,completed,59,51,54
female,group A,bachelor's degree,standard,none,75,79,80
female,group C,some college,standard,completed,67,71,72
male,group D,some college,standard,completed,93,84,85
female,group E,high school,standard,completed,68,75,75
male,group D,associate's degree,standard,completed,90,91,95
male,group B,master's degree,free/reduced,none,58,44,48
female,group C,bachelor's degree,free/reduced,none,56,74,70
male,group A,bachelor's degree,free/reduced,completed,83,78,84
male,group C,high school,standard,none,65,60,52
female,group C,some college,standard,none,47,49,49
female,group B,some college,standard,none,45,54,50
male,group C,bachelor's degree,standard,none,41,32,30
male,group C,some college,standard,completed,83,84,78
male,group D,bachelor's degree,standard,none,91,93,90
female,group B,high school,free/reduced,completed,53,61,66
female,group E,high school,standard,completed,77,78,81
male,group C,some college,free/reduced,completed,54,57,52
male,group B,associate's degree,standard,none,87,87,80
male,group D,associate's degree,standard,none,75,67,73
female,group C,associate's degree,standard,none,81,86,87
male,group C,some high school,standard,none,59,49,48
male,group C,some high school,standard,none,63,57,60
male,group C,bachelor's degree,standard,none,87,88,92
female,group B,some college,free/reduced,none,59,70,68
male,group D,associate's degree,free/reduced,none,62,62,60
male,group E,bachelor's degree,standard,none,91,83,87
male,group A,some high school,free/reduced,none,54,56,49
female,group B,some college,standard,none,78,88,88
male,group D,master's degree,standard,completed,76,84,81
male,group D,high school,free/reduced,none,76,63,60
female,group A,associate's degree,standard,completed,69,83,86
female,group D,bachelor's degree,standard,none,72,86,82
male,group E,some college,free/reduced,none,58,49,47
female,group C,high school,standard,none,56,64,69
male,group B,associate's degree,free/reduced,none,70,71,63
female,group C,master's degree,standard,none,78,83,81
female,group D,some high school,standard,completed,83,85,87
female,group B,high school,free/reduced,none,34,44,41
female,group A,associate's degree,free/reduced,none,59,61,65
male,group D,high school,free/reduced,none,46,38,36
male,group C,some college,standard,none,83,76,76
female,group D,high school,standard,none,60,67,65
male,group A,bachelor's degree,standard,none,60,51,48
female,group D,high school,standard,none,59,63,65
female,group B,some college,standard,none,78,86,85
female,group A,master's degree,free/reduced,none,45,66,62
male,group B,some high school,free/reduced,completed,42,47,48
male,group D,bachelor's degree,free/reduced,none,69,75,62
female,group A,high school,standard,none,43,59,52
female,group D,some high school,free/reduced,none,55,66,66
female,group D,some high school,standard,completed,76,85,88
male,group C,high school,free/reduced,completed,55,59,60
female,group C,some college,standard,none,57,65,57
female,group C,high school,free/reduced,none,39,50,43
female,group B,high school,standard,completed,55,63,62
female,group B,some high school,standard,none,73,77,80
male,group E,some college,standard,none,71,74,62
female,group C,master's degree,standard,completed,61,78,85
male,group C,high school,standard,none,58,52,51
female,group D,associate's degree,standard,none,55,53,55
male,group C,some college,standard,completed,73,67,69
female,group B,high school,standard,completed,68,78,73
female,group E,master's degree,free/reduced,none,61,84,81
female,group C,high school,free/reduced,completed,42,66,58
male,group A,master's degree,free/reduced,completed,73,62,72
female,group B,some college,standard,none,82,91,96
female,group C,bachelor's degree,free/reduced,none,72,84,85
female,group C,master's degree,standard,completed,89,90,97
male,group B,some high school,standard,none,68,68,62
female,group D,high school,standard,none,66,70,66
female,group C,some college,standard,none,85,94,80
female,group D,high school,free/reduced,completed,54,66,62
male,group E,high school,standard,none,72,70,60
male,group B,associate's degree,standard,none,87,83,73
male,group A,some college,free/reduced,none,65,65,62
male,group E,some college,standard,none,82,65,65
female,group E,high school,free/reduced,none,49,60,57
male,group B,associate's degree,standard,completed,67,66,59
male,group C,some college,free/reduced,none,68,71,67
female,group C,associate's degree,standard,completed,71,89,88
female,group A,some college,standard,none,60,72,67
female,group A,bachelor's degree,standard,none,75,88,87
male,group C,some high school,standard,none,47,50,50
female,group E,bachelor's degree,standard,completed,75,84,92
female,group D,some college,standard,none,89,95,100
female,group B,some college,free/reduced,completed,22,39,40
male,group B,some high school,standard,none,62,53,48
female,group C,high school,free/reduced,none,57,65,69
female,group D,high school,free/reduced,none,68,78,74
female,group C,bachelor's degree,standard,none,66,76,74
male,group A,associate's degree,standard,none,66,62,61
female,group C,some high school,standard,completed,84,94,94
male,group B,some college,free/reduced,none,73,66,59
female,group D,high school,standard,none,77,93,90
female,group E,high school,standard,none,80,77,80
female,group D,associate's degree,standard,none,68,76,73
female,group E,some high school,free/reduced,none,54,62,58
male,group D,some college,standard,none,83,80,78
male,group D,associate's degree,standard,none,80,78,77
female,group E,some high school,standard,none,66,64,58
female,group E,high school,standard,none,56,64,65
female,group C,associate's degree,standard,none,60,56,56
male,group A,some college,standard,none,77,76,72
female,group C,some college,free/reduced,none,76,82,75
male,group D,some college,standard,none,64,54,59
male,group C,some college,standard,none,68,70,61
female,group D,bachelor's degree,standard,none,84,86,84
female,group E,some high school,free/reduced,completed,59,81,75
female,group B,high school,free/reduced,none,52,69,56
female,group A,associate's degree,standard,none,60,69,71
male,group B,high school,free/reduced,none,70,75,64
male,group E,bachelor's degree,free/reduced,none,88,92,90
male,group C,some college,standard,none,59,63,58
female,group C,high school,free/reduced,none,35,43,39
male,group E,bachelor's degree,standard,none,85,71,73
female,group D,some high school,standard,none,67,75,79
male,group B,associate's degree,standard,completed,56,49,55
male,group E,some high school,free/reduced,none,80,75,69
male,group D,some high school,free/reduced,completed,47,51,47
female,group E,some college,standard,completed,77,76,77
